x	y	a	b	phi
194.623	56.6505	20.6882	27.7805	-36.6506
193.693	56.1305	20.629	27.882	-36.0129
193.28	56.2102	20.6418	27.7176	-38.4352
192.681	55.5913	20.6281	27.887	-37.8243
192.13	55.3275	20.8301	27.4389	-38.9457
191.346	54.9778	21.212	27.6905	-40.5312
190.401	54.6049	20.9982	27.7915	-39.648
189.886	54.3232	21.4024	27.6294	-40.3184
189.265	54.0447	21.3652	27.9893	-40.6596
188.755	54.1014	21.3972	27.6176	-40.3085
187.821	53.8555	21.5649	27.7571	-41.1759
187.381	53.7697	21.3678	27.7602	-43.2089
186.651	53.7157	21.6399	27.6135	-42.0861
185.919	53.6601	21.7086	27.8644	-42.3203
185.656	53.3656	21.6344	28.0017	-41.4527
184.711	53.339	21.8159	27.5937	-42.899
184.124	53.3559	21.8004	27.6985	-44.7822
183.631	53.0149	21.7498	28.2156	-43.9183
182.841	53.1224	21.9573	27.8447	-44.8678
182.242	52.9651	22.135	27.636	-44.9454
181.259	52.9602	22.1647	27.6597	-43.5886
180.843	53.0587	27.8433	22.2855	41.9997
180.491	52.9185	27.8305	22.2511	43.0313
179.312	53.0017	27.8981	22.5623	41.8757
178.775	53.2252	27.7795	22.6136	43.1669
178.247	53.3571	28.131	22.5404	42.3001
177.22	53.4815	27.9644	22.8652	42.2043
176.6	53.4042	28.148	22.9178	41.7795
175.917	53.747	28.1448	22.8408	44.2016
175.246	53.8223	27.9035	23.0562	43.0723
174.627	54.1834	28.1898	23.1996	39.605
173.943	54.1063	27.6687	23.5123	40.8715
173.377	54.456	27.8887	23.7765	43.0776
172.445	54.5564	28.0256	23.436	40.1753
172.029	55.1459	27.9874	23.3332	40.819
171.409	55.5711	27.6922	23.6666	38.2277
170.761	55.6406	28.1934	23.8618	38.5506
170.362	56.0451	27.9445	23.9632	38.6309
169.652	56.3275	28.0013	24.1713	39.3633
169.071	56.893	27.8976	24.1499	40.6091
168.619	57.3041	27.9149	24.2592	37.0723
168.366	57.7893	27.8012	24.2912	41.4329
167.527	58.1583	28.1466	24.1527	41.3736
167.092	58.6647	28.167	24.3814	34.1903
166.648	58.7457	27.8609	24.632	37.8349
166.252	59.36	27.9046	24.6717	39.3704
165.73	59.932	28.198	24.554	35.4998
165.071	60.488	28.2182	24.7892	37.6834
164.857	60.9798	28.1	24.7415	36.5051
164.344	61.3086	27.9014	25.0983	34.8186
163.701	61.8794	28.2942	25.1013	37.0059
163.366	62.5962	28.1747	25.1336	36.7029
162.932	63.2156	27.7002	25.2334	36.5632
162.384	63.4567	28.2793	25.1033	35.0395
161.827	64.2155	28.3525	25.2399	40.0111
161.706	64.6352	28.1743	25.5003	39.7367
161.21	65.4419	28.1356	25.6569	36.1445
160.77	66.1519	25.7325	28.4032	-44.3848
160.486	67.0616	28.061	25.8982	36.3487
160.291	67.6623	27.9557	25.5385	39.3714
160.096	68.3262	28.2089	26.1625	43.8526
159.531	69.3625	28.2047	25.9964	39.758
159.778	70.2654	28.0949	25.9023	42.3767
159.524	71.0331	28.1781	26.2272	44.9137
158.975	71.8838	28.1156	26.2202	37.4372
158.738	72.4547	28.1461	26.166	36.0771
158.747	73.1427	28.198	26.3033	41.9272
158.383	73.8376	28.132	26.6444	42.5618
158.275	74.5629	28.3722	26.0892	44.5453
158.163	75.6434	26.5247	27.9214	-42.5518
158.333	76.2132	28.4157	26.4711	43.5287
158.419	77.0647	28.0818	26.7029	39.6698
158.238	77.9002	28.1394	26.4828	42.9968
157.972	78.5459	28.5832	26.5982	44.1066
157.934	79.4669	26.8862	28.0655	-43.9007
157.998	80.0952	28.2686	26.6224	41.8183
158.127	80.9891	26.8663	28.27	-44.3889
158.158	81.4148	26.8024	28.5154	-39.59
158.042	82.4806	27.0706	28.0934	-40.1478
158.449	83.2955	28.4182	26.67	39.3351
158.504	83.6038	26.9378	28.1173	-41.1749
158.273	84.7649	27.2477	28.2583	-34.2361
158.657	85.7132	27.0593	28.1404	-42.8532
158.534	86.5692	26.5368	28.5008	-34.4376
158.983	87.2485	26.6306	28.424	-31.9307
159.143	88.1017	26.6722	28.697	-32.2597
159.282	89.0471	27.0646	27.9973	-11.9312
159.691	89.9758	26.9504	28.2967	-14.7601
159.77	90.461	27.4423	28.2645	-18.4413
160.105	91.5595	27.1097	27.971	-26.7529
160.393	92.2475	27.065	28.1437	-27.675
160.76	93.278	27.1827	27.9542	-18.3489
161.103	93.9773	27.1701	28.2902	-5.90261
161.551	94.8201	27.2464	27.8207	-11.2281
161.878	95.7002	27.3342	27.9569	-8.17878
162.18	96.2948	26.8856	28.2327	-13.9716
162.722	96.9289	26.9876	28.1991	-21.3258
163.085	97.6699	27.1522	28.1488	-0.176209
163.56	98.5445	26.7656	28.332	5.05496
163.788	99.2614	26.9376	28.0032	-7.7437
164.47	99.814	26.7132	28.1349	-13.2745
164.941	100.59	26.5269	28.2692	-11.6956
165.154	101.289	26.7129	28.1586	-7.69004
165.871	101.909	26.8094	27.9029	8.33677
166.255	102.096	26.8787	28.0737	-1.86988
166.826	102.892	26.5952	28.2764	-2.55424
167.16	103.272	26.7269	27.9014	-8.38204
167.827	104.198	26.724	27.9637	-1.32838
168.195	104.603	26.5329	28.0864	2.61516
168.797	105.34	26.488	27.6855	-4.37854
169.416	105.493	26.6585	28.0792	4.368
170.059	106.312	26.2551	28.0612	6.24205
170.335	106.837	26.5748	27.9504	1.19146
171.168	107.181	26.0965	28.0645	-1.37877
171.848	107.625	26.1517	27.7028	9.80871
172.51	108.151	26.0471	28.0099	5.01371
172.883	108.539	26.246	27.667	7.52217
173.724	109.217	26.0107	27.8306	7.65736
174.304	109.476	25.9847	27.7006	13.2744
174.925	110.173	25.9086	27.8486	9.69294
175.983	110.588	25.733	27.9699	8.95761
176.465	110.823	25.6373	27.8721	6.72609
177.158	111.165	25.5122	27.9258	7.50466
177.915	111.397	25.4384	28.0541	14.0724
178.648	111.766	25.3866	27.7131	9.06064
179.364	112.048	25.1606	27.8741	10.8545
179.974	112.192	25.3188	27.8647	9.56686
180.686	112.473	25.2028	27.8782	12.2291
181.117	112.742	25.028	27.723	13.5485
182.174	112.791	24.8999	27.9203	15.5414
182.712	112.911	24.8753	28.0301	9.40736
183.29	112.977	24.8737	27.7567	13.754
184.035	113.124	24.5228	27.907	8.94087
184.598	113.401	24.5001	27.7028	8.60279
185.29	113.348	24.5086	27.6943	12.9439
185.728	113.618	24.4845	27.493	10.6521
186.451	113.449	24.233	27.5909	9.82869
187.069	113.399	24.4602	27.7154	10.3745
187.657	113.548	23.8757	27.8094	7.12568
188.449	113.722	24.2725	27.7104	10.8629
188.999	113.589	24.019	27.4947	7.07569
189.611	113.401	23.8489	27.8527	7.97279
190.699	113.379	23.7994	27.4802	5.0316
190.971	113.157	23.6269	27.547	7.89874
191.826	113.147	23.6201	27.8327	11.3719
192.496	112.906	23.2532	28.0537	6.16779
193.147	112.771	23.5741	27.6102	8.74445
193.685	112.718	23.6377	27.6411	7.59202
194.663	112.495	23.3927	27.5898	11.1281
195.119	112.183	23.2862	27.5461	8.26055
196.085	112.001	22.8892	27.7175	11.0339
196.683	111.93	22.6897	27.575	7.95276
197.169	111.801	22.7381	27.6	8.95141
197.822	111.156	22.8129	27.5687	7.18099
198.403	111.002	22.3465	27.8446	4.44567
199.049	110.433	22.6419	27.5686	5.39901
199.629	110.418	22.329	27.8676	6.93182
200.103	109.762	22.2253	27.3575	4.91864
200.805	109.477	22.2027	27.7748	6.65487
201.118	108.995	22.297	27.3681	5.30034
201.713	108.726	22.0824	27.7748	3.89893
202.098	108.25	21.9543	27.3299	-0.0363289
202.825	107.902	21.9073	27.7407	6.14309
203.233	107.39	21.8963	27.3788	2.97542
203.757	106.955	21.8816	27.5549	5.022
204.093	106.529	21.9629	27.2802	1.97346
204.578	106.153	21.4191	27.3655	1.80344
204.877	105.266	21.5518	27.6012	2.25249
205.312	104.542	21.5523	27.5106	0.658971
205.465	103.938	21.3863	27.5484	1.44144
206.309	103.301	21.2246	27.7069	1.03535
206.586	102.412	21.0816	27.5122	-2.8873
207.11	101.483	21.0501	27.5696	-1.64316
207.393	100.768	21.1133	27.5851	-1.30471
208.016	99.8159	21.0616	27.6656	-1.81015
208.109	98.7675	20.856	27.4251	-3.57334
208.811	97.8584	20.7419	27.3023	-3.63582
209.115	96.919	20.6601	27.4751	-5.04878
209.437	96.067	20.4708	27.4388	-5.3868
209.543	94.7435	20.5027	27.5196	-5.19249
209.748	93.9143	20.5582	27.4176	-6.6442
210.138	92.8711	20.2649	27.4968	-8.43297
210.159	92.0441	20.3544	27.5653	-6.72912
210.332	91.3434	20.3603	27.8516	-8.87279
210.686	90.2993	20.1848	27.5603	-9.61309
210.696	89.8566	20.2523	27.3267	-10.1172
211.067	89.7543	20.3606	27.4305	-8.9924
211.153	88.9029	19.9654	27.3981	-11.357
211.316	88.0448	19.8829	27.5218	-9.13886
211.371	87.6435	19.7757	27.6578	-9.0803
211.417	87.4793	19.7108	27.5688	-10.2991
211.41	87.1167	19.7595	27.4939	-9.96678
211.292	86.7304	19.7675	27.697	-10.8904
211.292	86.7304	19.7675	27.697	-10.8904
