x	y	a	b	phi
114.02	66.5869	19.775	27.5544	27.7525
113.517	67.3682	19.7495	27.3634	27.6674
113.475	67.7928	19.6299	27.5549	27.005
112.653	68.7625	19.7087	27.6231	24.1785
112.548	69.4286	19.6135	27.7376	24.4917
111.905	70.1013	19.6847	27.2151	24.7658
111.818	70.4109	19.631	27.6529	23.6962
111.255	71.2734	19.892	27.452	23.0416
111.012	71.9897	19.5496	27.7322	22.9462
110.685	72.7937	19.526	27.7508	23.3014
110.2	73.9059	19.5076	27.7387	20.3958
109.704	74.5551	19.7646	27.0835	20.9102
109.796	75.3007	19.6255	27.6982	20.3198
109.442	76.038	19.5753	27.265	20.4152
109.108	76.7138	19.6329	27.6458	20.2476
109.041	77.7437	19.7829	27.6395	19.7041
108.492	78.6236	19.714	27.3546	17.4074
108.475	78.9008	19.83	27.539	17.0809
108.329	80.0745	19.4991	27.4484	16.2591
108.158	80.7909	19.3669	28.0051	17.0302
108.166	81.7658	19.9426	27.2457	15.2886
107.849	82.445	19.5981	27.7982	13.7608
108.024	83.095	20.2561	27.1462	14.3399
107.521	83.9619	19.8549	27.6004	13.8394
107.423	84.5839	19.771	27.5712	13.3375
107.663	85.1753	20.0792	27.425	11.8047
107.321	86.2832	20.1165	27.2198	11.1251
107.706	87.171	19.9222	27.2936	11.5416
107.643	87.5791	20.0497	27.6764	10.9727
107.66	88.1571	20.1546	27.498	11.197
107.625	88.944	20.2609	27.0905	11.7998
107.467	89.4951	20.1045	27.4626	8.0063
107.998	90.6791	20.0975	27.364	9.12685
107.947	91.1219	20.0902	27.1552	9.13525
107.982	91.9884	20.3999	27.1477	7.58355
107.865	92.694	20.2351	27.2742	6.59385
108.31	93.7901	20.301	27.4682	7.61392
108.352	94.2262	20.4147	27.13	6.85195
108.576	94.8863	20.3482	27.3136	7.1148
108.802	95.7109	20.4081	27.5756	3.65075
109.084	96.7554	20.5532	27.2319	4.24626
109.388	97.345	20.7568	27.2312	3.39969
109.52	97.6601	20.4879	27.6723	3.96072
109.935	98.8065	21.046	27.098	5.48909
110.416	99.3832	20.8205	27.8313	1.75237
110.62	100.3	20.4889	27.6854	4.65208
111.042	100.93	20.9321	27.7816	3.15548
111.399	101.563	21.0434	27.7435	2.84407
111.632	102.285	21.3031	27.4737	2.25754
111.818	102.766	21.2346	27.3091	0.099614
112.407	103.6	21.3296	27.3723	-1.54723
112.667	104.169	21.3332	27.4374	-1.56095
113.226	104.638	21.4984	27.2161	-2.31461
113.754	105.151	21.3961	27.387	-0.351447
114.094	105.505	21.6963	27.2797	-2.07052
114.505	105.878	21.3805	27.6552	-1.43723
114.997	106.624	21.7874	27.2608	-2.98423
115.177	106.747	21.6599	27.5128	-4.96053
115.978	107.411	21.8314	27.4468	-1.09929
116.33	107.634	22.0155	27.5976	-5.90668
116.747	108.413	22.1933	27.3001	-4.233
117.247	108.658	21.8623	27.5122	-3.27414
117.795	108.964	22.326	27.7839	-4.45639
118.215	109.536	22.4515	27.5433	-4.24605
118.82	109.95	22.4204	27.5709	-6.59735
119.489	110.34	22.5312	27.2198	-6.62567
119.996	110.43	22.7055	27.6284	-5.17339
120.571	111.106	22.6443	27.5601	-5.47248
121.397	111.404	22.8174	27.8907	-6.44216
121.824	111.558	22.7945	27.6276	-3.72158
122.542	111.897	22.9014	27.9065	-6.91924
123.223	112.332	23.3197	27.3128	-7.01615
123.957	112.441	23.1577	27.4445	-5.77009
124.524	112.479	23.0765	27.6258	-12.9312
125.354	112.67	23.2027	27.7259	-11.3993
126.029	112.91	23.5397	27.6885	-10.3624
126.619	112.885	23.593	27.7537	-9.45864
127.256	113.404	23.7699	27.66	-10.6749
127.791	113.616	23.7048	27.7861	-10.0175
128.787	113.348	23.7344	27.8675	-9.29914
129.366	113.471	23.8882	27.9607	-11.8734
129.857	113.513	24.1339	27.7161	-12.2044
130.43	113.566	24.1652	27.6008	-9.67811
131.207	113.558	24.2514	28.1156	-12.1841
131.91	113.283	24.4853	27.939	-8.93004
132.572	113.459	24.2382	27.7381	-12.0432
133.313	113.465	24.7052	27.6015	-10.2069
133.823	113.516	24.3271	27.7906	-11.641
134.719	113.311	24.3533	27.756	-12.4968
135.019	113.075	24.736	27.7911	-8.34624
135.772	112.908	24.9618	27.858	-7.22665
136.429	113.015	24.8237	28.1187	-9.43367
137.078	112.721	25.005	27.7375	-12.3852
137.673	112.904	25.0147	27.764	-12.4662
138.184	112.525	25.0566	28.0465	-7.05219
138.949	112.382	25.0412	28.1253	-11.3323
139.698	112.009	25.5911	27.5521	-6.59774
140.62	111.453	25.4138	27.6955	-4.14938
140.975	111.587	25.3853	27.8612	-11.1761
141.901	110.934	25.4884	28.2099	-6.83992
142.576	110.624	25.758	27.946	-6.32214
143.371	110.471	25.8101	27.7241	-4.46375
143.859	109.981	26.0263	28.0725	-13.4584
144.576	109.577	26.2076	27.6501	-1.96123
145.267	109.244	26.0676	27.8402	-1.60662
145.884	108.711	26.1534	27.6146	-5.89536
146.665	108.294	26.3077	27.7131	-7.95122
147.523	107.529	26.39	27.8712	-0.491415
147.926	106.997	26.3779	27.8508	-3.00793
148.496	106.504	26.6297	27.6413	-1.04801
148.848	106.071	26.2026	28.2326	1.10499
149.503	105.52	26.5541	27.8318	-5.08718
150.118	105.159	26.5439	27.8872	1.83386
150.595	104.402	26.6024	27.7511	-4.73602
151.451	103.953	26.5076	28.2781	5.40378
151.587	103.41	26.5304	28.0514	-1.54234
152.32	102.934	26.9043	27.9574	4.02328
152.843	102.198	26.6991	28.0691	10.1933
153.153	101.746	27.0806	27.9284	-4.61508
153.585	100.946	26.7479	28.0702	3.3832
153.871	100.005	26.991	28.1878	13.9892
154.223	99.6079	26.8989	27.8908	18.5702
154.954	98.5892	26.7203	28.3596	10.3621
155.391	97.8347	26.6215	28.276	11.2198
155.884	96.903	27.0753	27.9398	-2.66161
156.095	95.8106	27.235	27.9968	15.0483
156.448	94.9116	27.0466	28.2225	23.6638
156.837	93.8011	27.0477	27.9482	12.2529
157.623	92.5444	27.3325	27.9667	31.3303
157.824	91.3828	26.9172	27.9981	11.4818
158.107	90.352	27.1918	27.7448	14.2584
158.179	89.1888	27.0743	28.4818	36.6177
158.549	88.4452	26.9998	27.8937	34.2518
159.235	87.2032	26.9378	28.2112	40.1438
159.321	86.1953	26.7569	28.0771	35.7234
159.501	85.1587	27.163	27.774	36.9404
160.251	84.1645	26.8346	28.0869	44.9152
160.041	83.3177	27.2094	27.9437	36.9527
160.173	82.5062	26.7479	28.2741	36.7406
160.634	81.8886	28.2088	26.9007	-43.8157
160.61	81.3659	26.6959	28.0233	44.4589
160.711	80.7725	26.9178	28.328	44.1372
160.748	80.3886	28.0448	27.0589	-42.8783
160.842	79.9711	26.7025	28.0322	32.9955
160.871	79.685	26.5346	28.1941	32.8936
160.833	79.6641	26.8204	28.1468	39.2796
160.833	79.6641	26.8204	28.1468	39.2796
